action_count,trial_id,maximum_error,double_error
2,0,0.30471707975443135,0.7504511958064572
2,1,-1.302179506862318,-0.3162425923435822
2,2,-0.016801157504288795,0.8793979748628286
2,3,1.1272412069680329,-0.8592924628832382
2,4,0.36875078408249884,0.8784503013072725
2,5,-0.18486236354526056,1.2225413386740303
2,6,-0.3521335504882296,0.36544406436407834
2,7,0.43082100300788273,-0.4064150163846156
2,8,-0.5122427290715373,0.6159794225754956
2,9,-0.11394745765487507,-0.8244812156912396
2,10,0.7432541712034423,-0.6655097072886943
2,11,0.21868859672901295,0.22359554877468227
2,12,0.6789135630718949,0.28911939868998415
2,13,-0.31967121635730134,-0.6388778482433419
2,14,1.4949413112343959,0.9682783545914808
2,15,-0.33488502998577485,0.5862223313592781
2,16,0.7933472351999252,-0.46235179266456716
2,17,0.8579758812571538,-1.2756863233379219
2,18,0.49716074405376404,0.6904853540677682
2,19,0.15853969107671423,-0.3093465397202384
2,20,0.45677523755741145,-0.3630538465650718
2,21,0.4869724807855818,0.01249411872768743
2,22,0.48074665890590895,0.6653851089727862
2,23,-0.07971821090639905,-1.4471124724230873
2,24,-0.9972468276014818,-0.9054790553600608
2,25,1.2992282977860654,0.7375155684670865
2,26,-0.20543755786763002,-0.3390330759005625
2,27,0.8403081374573955,0.43442364354585733
2,28,-0.5941499556967944,0.07212950771386951
2,29,0.23267621135470395,1.6017788913209154
2,30,0.17927563495631615,1.3591875752404365
2,31,0.8351112459145785,1.4633028912195618
2,32,-0.6397515327497477,-0.38980980315576796
2,33,0.6351509468144043,-1.4708062945026579
2,34,0.8381265678943811,2.9138624660073296
2,35,0.4144094332759964,-2.132046280731309
2,36,-0.41535726017968533,-0.14079088641638526
2,37,1.0659802307876436,-0.1586348370386883
2,38,-0.4863079090733309,1.767929913579883
2,39,0.9827395110230576,-1.1849437664170246
2,40,-0.7252260645357532,-0.8213866792243861
2,41,0.838489203736345,0.9315730128742441
2,42,-0.040762526135434025,0.44607220148208054
2,43,-0.45498348034078,-1.2779375743196193
2,44,1.579091256410435,-0.11863832610988256
2,45,1.3060017417068248,-0.41092723083373717
2,46,1.535755991995992,-1.2244690317205003
2,47,1.6509279322312496,-0.17951921328260065
2,48,1.4614442922422022,-0.8947270189558264
2,49,0.6433267946890444,-0.005121866720071296
2,50,1.4074818613137168,0.6439387932768579
2,51,-0.04871840193011795,-1.218813060423628
2,52,-0.33412344070081207,-1.326392717739564
2,53,0.030631492594417446,-0.32767309436196085
2,54,1.3373981074427437,-0.695942611670703
2,55,0.2424967912712216,-1.0843880722333665
2,56,0.22822833013890514,1.8768446112816701
2,57,-0.2873833615491761,-0.5907070139634865
2,58,1.2058536208882336,-0.6541464400677965
2,59,-0.16266592054490767,-0.5294394273660737
2,60,-0.09426255425255699,-1.4670452453909906
2,61,2.129247112028298,-1.0967855784546396
2,62,2.905067169240407,-0.36824895678803055
2,63,1.7286976444055924,-0.24527784594210975
2,64,0.43476607446661863,-0.13382296451604114
2,65,-0.23817374397466523,0.23216988962625595
2,66,1.0127158178198286,0.35175640839920347
2,67,0.053155347577867364,-0.7215580335428474
2,68,2.093168308930595,0.3858465525565008
2,69,-0.7630572096947675,1.191142953088865
2,70,0.4801434033916108,0.9274384815581808
2,71,-0.47152480744994896,0.05246679835624363
